Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Column 16,Column 17
2005-02-19T18:30:00Z,21:00:00,1.4,1028,,3.8,699,193,851,140,1000,795,7.7,56.9,0.5994,,
2005-02-19T18:30:00Z,22:00:00,1.1,984,,3.1,661,130,898,104,964,638,7.7,54.4,0.5753,,
2005-02-19T18:30:00Z,23:00:00,1.3,1002,,3.7,693,155,876,116,976,663,7.7,53.0,0.5572,,
2005-02-20T18:30:00Z,0:00:00,1.4,1008,,3.3,670,148,876,111,1010,609,6.7,62.8,0.6188,,
2005-02-20T18:30:00Z,1:00:00,1.1,946,,2.1,588,92,1005,80,948,480,6.6,61.9,0.6056,,
2005-02-20T18:30:00Z,2:00:00,0.8,909,,1.2,517,65,1129,58,935,404,5.7,70.3,0.6498,,
2005-02-20T18:30:00Z,3:00:00,0.6,885,,0.7,463,,1272,,919,357,4.5,79.2,0.6751,,
2005-02-20T18:30:00Z,4:00:00,0.0,879,,0.5,447,37,1317,36,910,347,4.0,81.5,0.6712,,
2005-02-20T18:30:00Z,5:00:00,0.5,907,,1.0,501,50,1129,48,947,398,3.9,81.5,0.6653,,
2005-02-20T18:30:00Z,6:00:00,0.6,949,,2.1,588,77,987,62,1001,464,3.3,84.3,0.6617,,
2005-02-20T18:30:00Z,7:00:00,1.2,1053,,5.5,786,183,766,123,1128,699,4.2,80.9,0.6742,,
2005-02-20T18:30:00Z,8:00:00,2.2,1213,,10.9,1010,256,608,164,1281,1005,5.1,75.0,0.6646,,
2005-02-20T18:30:00Z,9:00:00,2.9,1253,,13.3,1095,355,566,218,1374,1205,4.6,77.6,0.6651,,
2005-02-20T18:30:00Z,10:00:00,2.9,1196,,9.6,963,490,613,254,1259,1121,3.8,84.3,0.6811,,
2005-02-20T18:30:00Z,11:00:00,2.0,1155,,7.0,859,387,683,210,1196,1069,6.2,77.4,0.7383,,
2005-02-20T18:30:00Z,12:00:00,1.7,1132,,6.6,837,384,693,208,1198,1061,7.7,67.6,0.7133,,
2005-02-20T18:30:00Z,13:00:00,2.2,1206,,9.3,949,368,623,203,1302,1162,8.1,64.8,0.7039,,
2005-02-20T18:30:00Z,14:00:00,1.8,1127,,7.9,896,257,663,172,1227,1009,8.1,64.0,0.6942,,
2005-02-20T18:30:00Z,15:00:00,1.6,1111,,6.9,850,230,693,156,1184,931,6.9,71.3,0.7118,,
2005-02-20T18:30:00Z,16:00:00,1.9,1185,,8.6,925,290,641,181,1272,1024,7.0,73.7,0.7425,,
2005-02-20T18:30:00Z,17:00:00,2.2,1192,,10.0,976,335,618,193,1290,1110,7.3,70.0,0.7195,,
2005-02-20T18:30:00Z,18:00:00,2.2,1176,,8.8,930,292,655,193,1280,978,5.8,77.8,0.7223,,
2005-02-20T18:30:00Z,19:00:00,4.9,1478,,20.2,1301,525,468,252,1682,1409,5.4,80.9,0.7293,,
2005-02-20T18:30:00Z,20:00:00,6.3,1485,,19.7,1288,606,466,282,1632,1437,5.5,79.8,0.7261,,
2005-02-20T18:30:00Z,21:00:00,2.7,1117,,7.1,863,326,679,208,1193,1082,5.6,74.0,0.6808,,
2005-02-20T18:30:00Z,22:00:00,1.4,1019,,4.4,730,187,811,143,1081,916,5.6,71.9,0.6604,,
2005-02-20T18:30:00Z,23:00:00,1.2,960,,2.9,643,163,914,124,1046,824,6.4,70.7,0.6848,,
2005-02-21T18:30:00Z,0:00:00,0.8,931,,2.1,591,101,1014,88,1014,703,6.3,70.1,0.6733,,
2005-02-21T18:30:00Z,1:00:00,0.8,937,,2.1,592,95,991,85,1032,667,4.4,80.5,0.6825,,
2005-02-21T18:30:00Z,2:00:00,0.7,887,,1.1,511,70,1111,65,962,512,3.9,83.1,0.6787,,
2005-02-21T18:30:00Z,3:00:00,0.4,844,,0.6,454,,1327,,908,385,2.5,86.6,0.6407,,
2005-02-21T18:30:00Z,4:00:00,0.4,851,,0.5,440,45,1349,45,918,377,3.4,85.4,0.6736,,
2005-02-21T18:30:00Z,5:00:00,0.5,904,,1.0,502,62,1152,59,955,466,3.3,84.5,0.6608,,
2005-02-21T18:30:00Z,6:00:00,0.9,986,,2.6,627,169,928,117,1035,690,3.4,84.5,0.664,,
2005-02-21T18:30:00Z,7:00:00,1.5,1124,,6.7,842,312,689,177,1180,981,3.4,84.5,0.6677,,
2005-02-21T18:30:00Z,8:00:00,3.8,1407,,16.7,1199,687,490,295,1523,1368,4.1,82.7,0.682,,
2005-02-21T18:30:00Z,9:00:00,5.4,1500,,24.0,1403,756,418,242,1789,1589,4.6,80.3,0.6889,,
2005-02-21T18:30:00Z,10:00:00,3.5,1266,,15.0,1148,559,527,255,1434,1370,6.1,74.0,0.7025,,
2005-02-21T18:30:00Z,11:00:00,1.7,1081,,6.9,854,285,725,201,1140,1004,9.1,58.4,0.6787,,
2005-02-21T18:30:00Z,12:00:00,2.0,1123,,9.1,942,323,652,207,1225,1104,11.4,48.9,0.658,,
2005-02-21T18:30:00Z,13:00:00,2.1,1174,,10.0,978,316,610,211,1281,1142,8.3,64.4,0.7072,,
2005-02-21T18:30:00Z,14:00:00,3.0,1209,,12.9,1081,407,572,238,1354,1105,6.5,71.0,0.6903,,
2005-02-21T18:30:00Z,15:00:00,2.1,1120,,9.0,940,305,657,200,1244,916,6.6,71.1,0.6973,,
2005-02-21T18:30:00Z,16:00:00,2.5,1174,,10.9,1009,359,612,218,1304,1049,7.4,69.3,0.7165,,
2005-02-21T18:30:00Z,17:00:00,2.2,1067,,7.9,896,339,702,222,1177,848,6.4,70.6,0.6834,,
2005-02-21T18:30:00Z,18:00:00,2.4,1145,,10.2,984,304,650,206,1235,952,5.8,72.5,0.6718,,
2005-02-21T18:30:00Z,19:00:00,3.6,1203,,13.2,1088,396,600,251,1334,1059,5.6,71.6,0.6556,,
2005-02-21T18:30:00Z,20:00:00,2.6,1061,,8.1,902,270,717,190,1141,719,4.2,77.8,0.6491,,
2005-02-21T18:30:00Z,21:00:00,2.7,1121,,8.5,918,339,680,217,1200,980,4.3,79.5,0.6648,,
2005-02-21T18:30:00Z,22:00:00,1.4,939,,3.6,686,190,903,149,1005,647,4.5,75.5,0.6429,,
2005-02-21T18:30:00Z,23:00:00,0.9,934,,2.6,628,125,995,110,986,611,4.4,77.1,0.6523,,
2005-02-22T18:30:00Z,0:00:00,1.5,1011,,4.3,724,188,852,142,1049,772,4.2,78.2,0.6506,,
2005-02-22T18:30:00Z,1:00:00,1.1,952,,3.2,665,146,907,119,1007,702,4.0,79.3,0.6517,,
2005-02-22T18:30:00Z,2:00:00,0.8,899,,1.8,572,97,1063,87,951,559,3.9,78.7,0.643,,
2005-02-22T18:30:00Z,3:00:00,0.6,879,,1.4,532,,1161,,948,499,3.5,80.6,0.6403,,
2005-02-22T18:30:00Z,4:00:00,0.6,882,,1.2,516,75,1131,70,959,575,3.2,82.8,0.6426,,
2005-02-22T18:30:00Z,5:00:00,0.6,844,,0.7,466,77,1261,68,893,478,4.1,76.0,0.6304,,
2005-02-22T18:30:00Z,6:00:00,0.6,859,,1.0,497,72,1250,65,911,441,4.2,75.9,0.6311,,
2005-02-22T18:30:00Z,7:00:00,0.7,917,,2.2,597,152,1084,116,993,602,4.5,76.3,0.648,,
2005-02-22T18:30:00Z,8:00:00,1.7,1126,,7.7,885,336,718,197,1208,936,4.4,79.1,0.6687,,
2005-02-22T18:30:00Z,9:00:00,1.9,1033,,6.2,820,359,739,198,1113,870,4.3,79.8,0.6706,,
2005-02-22T18:30:00Z,10:00:00,1.4,944,,3.8,697,243,881,167,1022,688,3.1,83.0,0.6419,,
2005-02-22T18:30:00Z,11:00:00,1.3,954,,3.6,687,277,894,179,1004,706,2.8,83.9,0.6326,,
2005-02-22T18:30:00Z,12:00:00,1.2,992,,3.7,693,265,900,168,1020,756,3.9,79.5,0.6482,,
2005-02-22T18:30:00Z,13:00:00,1.9,1090,,8.3,910,316,700,209,1192,973,5.1,74.5,0.6621,,
2005-02-22T18:30:00Z,14:00:00,2.5,1150,,10.1,983,375,629,232,1244,1120,5.7,72.5,0.6686,,
2005-02-22T18:30:00Z,15:00:00,2.3,1148,,9.9,974,348,638,223,1243,1064,5.6,74.6,0.6826,,
2005-02-22T18:30:00Z,16:00:00,2.3,1140,,9.2,946,377,652,223,1230,1076,5.4,75.9,0.6875,,
2005-02-22T18:30:00Z,17:00:00,2.5,1160,,10.3,989,402,632,238,1253,1089,4.9,78.2,0.6826,,
2005-02-22T18:30:00Z,18:00:00,2.8,1167,,11.4,1027,421,609,249,1289,1118,4.8,79.0,0.6845,,
2005-02-22T18:30:00Z,19:00:00,2.7,1194,,11.7,1037,387,605,222,1316,1180,4.8,78.6,0.6826,,
2005-02-22T18:30:00Z,20:00:00,3.1,1223,,12.6,1070,430,590,243,1331,1239,4.6,78.2,0.6686,,
2005-02-22T18:30:00Z,21:00:00,2.9,1208,,11.4,1027,424,619,243,1263,1253,4.2,79.7,0.6647,,
2005-02-22T18:30:00Z,22:00:00,2.6,1145,,9.6,961,390,656,226,1212,1191,4.3,78.9,0.6621,,
2005-02-22T18:30:00Z,23:00:00,1.5,1016,,4.6,744,230,825,166,1053,1019,4.2,77.9,0.6479,,
2005-02-23T18:30:00Z,0:00:00,1.6,1018,,4.7,750,248,830,172,1050,915,3.2,83.0,0.645,,
2005-02-23T18:30:00Z,1:00:00,1.1,936,,2.6,625,141,977,119,983,797,5.1,74.5,0.6626,,
2005-02-23T18:30:00Z,2:00:00,0.9,948,,2.9,647,117,955,100,1023,761,4.0,80.8,0.6666,,
2005-02-23T18:30:00Z,3:00:00,0.7,894,,1.5,544,,1079,,963,684,4.3,81.0,0.677,,
2005-02-23T18:30:00Z,4:00:00,0.0,883,,1.3,527,95,1148,86,959,618,2.9,85.3,0.6503,,
2005-02-23T18:30:00Z,5:00:00,0.6,882,,1.2,517,86,1135,80,962,606,3.3,84.5,0.6612,,
2005-02-23T18:30:00Z,6:00:00,0.8,968,,3.0,652,196,936,130,1051,788,3.6,84.4,0.6724,,
2005-02-23T18:30:00Z,7:00:00,1.5,1070,,5.5,787,289,755,169,1146,947,3.8,83.8,0.6771,,
2005-02-23T18:30:00Z,8:00:00,3.1,1309,,12.9,1081,621,554,267,1400,1253,4.1,82.5,0.6819,,
2005-02-23T18:30:00Z,9:00:00,3.8,1331,,14.5,1132,644,522,268,1439,1352,3.9,83.9,0.6847,,
2005-02-23T18:30:00Z,10:00:00,2.7,1177,,9.0,939,573,640,243,1228,1165,4.1,83.9,0.6967,,
2005-02-23T18:30:00Z,11:00:00,1.8,1093,,6.5,835,414,728,232,1142,1024,4.6,82.0,0.6997,,
2005-02-23T18:30:00Z,12:00:00,1.4,1059,,5.4,783,313,770,196,1116,941,5.5,79.5,0.7238,,
2005-02-23T18:30:00Z,13:00:00,1.7,1121,,7.4,873,317,697,195,1205,1000,6.7,76.2,0.7519,,
2005-02-23T18:30:00Z,14:00:00,1.9,1118,,7.7,888,290,685,189,1223,961,7.9,69.0,0.7394,,
2005-02-23T18:30:00Z,15:00:00,2.2,1204,,10.7,1002,385,611,211,1299,1213,8.5,66.3,0.7387,,
2005-02-23T18:30:00Z,16:00:00,3.0,1273,,13.3,1094,507,536,267,1363,1428,7.6,70.8,0.7399,,
2005-02-23T18:30:00Z,17:00:00,3.0,1301,,13.2,1092,534,524,261,1387,1484,7.2,72.4,0.7372,,
2005-02-23T18:30:00Z,18:00:00,3.9,1404,,17.5,1224,601,468,270,1502,1658,6.7,74.2,0.7326,,
2005-02-23T18:30:00Z,19:00:00,4.0,1374,,17.7,1230,583,473,259,1522,1632,6.1,75.8,0.7184,,
2005-02-23T18:30:00Z,20:00:00,3.9,1367,,17.5,1225,551,484,265,1491,1627,6.3,74.9,0.7187,,
2005-02-23T18:30:00Z,21:00:00,3.5,1324,,14.1,1121,547,530,261,1399,1481,6.0,78.0,0.7345,,
2005-02-23T18:30:00Z,22:00:00,2.4,1169,,8.4,917,384,652,226,1217,1204,5.6,81.2,0.7443,,
2005-02-23T18:30:00Z,23:00:00,2.1,1169,,7.9,894,318,680,192,1201,1106,5.5,81.5,0.7393,,
2005-02-24T18:30:00Z,0:00:00,2.5,1181,,8.1,905,355,656,202,1215,1106,5.3,84.1,0.753,,
2005-02-24T18:30:00Z,1:00:00,2.1,1146,,7.1,860,326,691,189,1181,1091,5.2,83.9,0.7487,,
2005-02-24T18:30:00Z,2:00:00,1.5,1059,,5.2,772,233,766,157,1127,983,5.1,83.5,0.7416,,
2005-02-24T18:30:00Z,3:00:00,1.1,1009,,3.4,679,,854,,1045,889,5.0,82.9,0.73,,
2005-02-24T18:30:00Z,4:00:00,1.0,1007,,3.4,677,116,862,96,1052,847,5.0,82.5,0.7265,,
2005-02-24T18:30:00Z,5:00:00,0.8,932,,2.1,594,120,991,100,1025,770,5.0,82.8,0.7273,,
2005-02-24T18:30:00Z,6:00:00,1.0,998,,4.1,717,227,872,146,1095,894,5.2,80.7,0.7219,,
2005-02-24T18:30:00Z,7:00:00,1.4,1072,,6.1,818,302,751,174,1161,1002,5.3,80.2,0.7179,,
2005-02-24T18:30:00Z,8:00:00,3.6,1424,,18.7,1260,,493,,1567,1442,5.7,79.7,0.734,,
2005-02-24T18:30:00Z,9:00:00,5.8,1526,,27.9,1502,,410,,1867,1726,6.2,76.8,0.7355,,
2005-02-24T18:30:00Z,10:00:00,4.2,1363,,17.8,1233,528,503,189,1533,1606,8.3,67.4,0.7384,,
2005-02-24T18:30:00Z,11:00:00,3.3,1190,,11.8,1044,615,614,166,1324,1354,10.8,52.1,0.6746,,
2005-02-24T18:30:00Z,12:00:00,1.7,1021,,6.6,838,297,770,153,1084,914,13.0,40.3,0.6028,,
2005-02-24T18:30:00Z,13:00:00,2.1,1050,,8.4,914,316,706,166,1121,913,10.9,44.8,0.5849,,
2005-02-24T18:30:00Z,14:00:00,2.2,1020,,7.6,882,305,726,137,1097,846,11.5,42.1,0.5706,,
2005-02-24T18:30:00Z,15:00:00,1.8,1015,,6.7,842,253,762,139,1066,777,12.5,38.5,0.5568,,
2005-02-24T18:30:00Z,16:00:00,2.0,1040,,7.9,893,296,722,150,1103,835,12.6,38.5,0.5586,,
2005-02-24T18:30:00Z,17:00:00,2.3,1088,,8.4,916,293,710,151,1124,902,12.3,38.4,0.5488,,
2005-02-24T18:30:00Z,18:00:00,2.8,1148,,12.1,1054,352,631,176,1232,1156,10.2,43.1,0.5366,,
2005-02-24T18:30:00Z,19:00:00,3.4,1161,,12.6,1069,398,625,188,1228,1237,8.6,48.2,0.5385,,
2005-02-24T18:30:00Z,20:00:00,4.0,1196,,13.6,1102,454,609,195,1309,1252,7.8,50.8,0.5384,,
2005-02-24T18:30:00Z,21:00:00,2.3,1058,,8.1,904,356,735,178,1098,1130,7.3,52.8,0.5404,,
2005-02-24T18:30:00Z,22:00:00,2.7,1206,,11.2,1023,473,629,188,1233,1373,6.2,62.4,0.5958,,
2005-02-24T18:30:00Z,23:00:00,2.7,1188,,10.1,982,482,647,169,1193,1338,5.1,68.2,0.6033,,
2005-02-25T18:30:00Z,0:00:00,2.8,1153,,8.8,933,443,686,160,1132,1268,4.7,69.0,0.5936,,
2005-02-25T18:30:00Z,1:00:00,2.1,1061,,6.8,849,373,757,145,1063,1124,4.0,69.8,0.5756,,
2005-02-25T18:30:00Z,2:00:00,1.9,1028,,6.4,831,320,771,136,1062,1054,3.4,71.3,0.5626,,
2005-02-25T18:30:00Z,3:00:00,2.1,1082,,6.7,842,,728,,1061,1089,2.8,74.0,0.5591,,
2005-02-25T18:30:00Z,4:00:00,1.7,1036,,5.2,771,232,784,121,1003,1028,2.3,75.1,0.5514,,
2005-02-25T18:30:00Z,5:00:00,1.3,942,,3.6,688,160,896,115,947,881,3.8,66.2,0.5359,,
2005-02-25T18:30:00Z,6:00:00,0.9,903,,2.7,633,137,993,102,897,716,4.6,60.5,0.5173,,
2005-02-25T18:30:00Z,7:00:00,1.0,854,,1.9,577,143,1120,108,855,598,5.7,54.3,0.5022,,
2005-02-25T18:30:00Z,8:00:00,1.0,913,,3.9,704,181,965,124,925,687,6.2,51.3,0.488,,
2005-02-25T18:30:00Z,9:00:00,1.5,933,,4.1,713,227,898,133,926,705,6.7,49.5,0.4892,,
2005-02-25T18:30:00Z,10:00:00,1.5,942,,3.7,695,202,920,124,911,681,8.8,45.0,0.5114,,
2005-02-25T18:30:00Z,11:00:00,1.4,943,,3.6,687,179,923,116,908,629,9.6,43.5,0.5202,,
2005-02-25T18:30:00Z,12:00:00,2.4,958,,4.1,716,171,891,113,939,664,9.8,43.3,0.5238,,
2005-02-25T18:30:00Z,13:00:00,2.8,971,,4.5,739,180,868,116,972,663,9.9,43.5,0.53,,
2005-02-25T18:30:00Z,14:00:00,2.9,954,,4.5,735,174,862,117,953,629,9.8,44.1,0.5332,,
2005-02-25T18:30:00Z,15:00:00,2.6,929,,2.9,645,148,962,107,906,523,9.7,45.1,0.5417,,
2005-02-25T18:30:00Z,16:00:00,2.5,933,,3.1,659,131,955,98,910,487,9.0,47.3,0.542,,
2005-02-25T18:30:00Z,17:00:00,2.7,967,,3.9,703,162,887,117,960,609,7.4,56.0,0.5797,,
2005-02-25T18:30:00Z,18:00:00,2.8,986,,4.2,723,184,862,126,973,684,6.4,61.7,0.5956,,
2005-02-25T18:30:00Z,19:00:00,3.0,1003,,5.2,772,233,821,142,1008,788,6.8,58.0,0.5758,,
2005-02-25T18:30:00Z,20:00:00,3.7,1137,,10.2,985,274,663,157,1187,1029,7.3,56.7,0.5806,,
2005-02-25T18:30:00Z,21:00:00,3.5,1087,,8.1,903,271,713,161,1106,1025,7.2,56.7,0.579,,
2005-02-25T18:30:00Z,22:00:00,3.8,1129,,8.5,920,331,688,169,1138,1182,6.7,59.1,0.5848,,
2005-02-25T18:30:00Z,23:00:00,4.3,1191,,10.7,1004,346,636,165,1223,1284,5.9,62.1,0.5808,,
2005-02-26T18:30:00Z,0:00:00,4.8,1256,,11.5,1031,487,612,188,1230,1371,6.3,60.4,0.5811,,
2005-02-26T18:30:00Z,1:00:00,4.2,1170,,9.5,959,404,679,183,1120,1234,5.5,60.2,0.5458,,
2005-02-26T18:30:00Z,2:00:00,3.3,1015,,5.3,779,254,797,144,1004,1059,4.6,64.4,0.5525,,
2005-02-26T18:30:00Z,3:00:00,3.0,1034,,5.8,804,,789,,1022,1038,3.5,68.8,0.5458,,
2005-02-26T18:30:00Z,4:00:00,0.0,979,,4.6,743,174,839,119,978,969,2.8,70.9,0.5383,,
2005-02-26T18:30:00Z,5:00:00,1.0,901,,2.7,630,107,988,86,915,751,3.7,65.9,0.5295,,
2005-02-26T18:30:00Z,6:00:00,0.9,913,,3.1,655,106,949,76,949,741,1.6,74.3,0.5168,,
2005-02-26T18:30:00Z,7:00:00,1.1,940,,3.2,664,187,900,112,954,878,1.4,76.3,0.5261,,
2005-02-26T18:30:00Z,8:00:00,1.1,935,,3.6,688,224,894,117,948,870,2.5,69.5,0.5172,,
2005-02-26T18:30:00Z,9:00:00,1.2,969,,3.7,691,207,891,123,955,889,3.7,64.8,0.5208,,
2005-02-26T18:30:00Z,10:00:00,1.7,1064,,6.4,829,270,739,144,1052,1058,7.8,49.9,0.5307,,
2005-02-26T18:30:00Z,11:00:00,1.6,1023,,5.2,775,201,816,127,972,808,11.2,37.1,0.4936,,
2005-02-26T18:30:00Z,12:00:00,1.4,955,,3.9,705,168,888,119,884,616,12.6,30.6,0.446,,
2005-02-26T18:30:00Z,13:00:00,1.8,943,,4.1,713,190,898,130,868,609,10.3,32.9,0.4131,,
2005-02-26T18:30:00Z,14:00:00,1.1,895,,2.5,621,149,1012,114,803,470,10.0,35.5,0.4346,,
2005-02-26T18:30:00Z,15:00:00,0.9,889,,2.2,600,100,1053,81,802,390,8.8,40.0,0.4538,,
2005-02-26T18:30:00Z,16:00:00,1.1,903,,2.3,607,134,1033,99,807,398,8.3,40.3,0.4431,,
2005-02-26T18:30:00Z,17:00:00,1.1,888,,2.4,610,150,1034,111,791,418,7.9,38.9,0.4141,,
2005-02-26T18:30:00Z,18:00:00,1.2,904,,2.9,648,187,1006,131,821,509,6.8,41.0,0.4072,,
2005-02-26T18:30:00Z,19:00:00,1.6,974,,4.9,757,253,885,155,883,722,6.0,42.0,0.3962,,
2005-02-26T18:30:00Z,20:00:00,2.6,1048,,6.8,846,324,801,181,954,887,5.5,43.5,0.3963,,
2005-02-26T18:30:00Z,21:00:00,1.5,895,,3.1,659,238,975,155,825,596,4.6,46.8,0.4001,,
2005-02-26T18:30:00Z,22:00:00,1.0,875,,2.1,593,128,1079,104,792,451,4.5,48.0,0.4085,,
2005-02-26T18:30:00Z,23:00:00,1.3,942,,3.9,703,169,949,119,870,580,4.3,48.6,0.4069,,
2005-02-27T18:30:00Z,0:00:00,1.6,946,,3.8,697,214,913,149,878,698,4.0,50.0,0.4115,,
2005-02-27T18:30:00Z,1:00:00,1.0,865,,1.8,566,110,1119,94,797,423,4.0,52.9,0.4338,,
2005-02-27T18:30:00Z,2:00:00,0.6,823,,1.0,502,59,1267,55,754,332,4.0,51.0,0.42,,
2005-02-27T18:30:00Z,3:00:00,0.4,797,,0.6,451,,1434,,698,279,3.9,48.1,0.393,,
2005-02-27T18:30:00Z,4:00:00,0.3,781,,0.4,424,28,1609,28,666,260,3.8,48.0,0.3879,,
2005-02-27T18:30:00Z,5:00:00,0.3,781,,0.3,409,24,1664,24,668,252,3.6,50.3,0.4022,,
2005-02-27T18:30:00Z,6:00:00,0.3,779,,0.2,401,33,1665,31,684,257,2.8,52.6,0.3972,,
2005-02-27T18:30:00Z,7:00:00,0.4,816,,0.7,461,88,1378,65,731,307,2.5,52.7,0.3908,,
2005-02-27T18:30:00Z,8:00:00,1.0,893,,2.6,629,212,1015,111,836,456,2.7,50.5,0.3804,,
2005-02-27T18:30:00Z,9:00:00,1.2,883,,3.1,659,215,942,122,842,527,2.7,49.4,0.3714,,
2005-02-27T18:30:00Z,10:00:00,1.0,839,,2.3,607,191,1040,115,779,474,3.3,45.2,0.354,,
2005-02-27T18:30:00Z,11:00:00,0.9,808,,2.0,586,199,1084,123,743,434,3.1,43.3,0.3354,,
2005-02-27T18:30:00Z,12:00:00,0.8,805,,2.0,584,163,1137,119,725,384,3.7,38.8,0.3123,,
2005-02-27T18:30:00Z,13:00:00,1.1,840,,3.1,661,185,1015,124,757,435,4.0,36.8,0.3016,,
2005-02-27T18:30:00Z,14:00:00,1.0,811,,2.9,646,156,1044,109,731,420,3.7,35.0,0.2823,,
2005-02-27T18:30:00Z,15:00:00,0.8,782,,2.1,593,154,1133,111,672,370,3.4,32.4,0.2563,,
2005-02-27T18:30:00Z,16:00:00,0.9,799,,2.5,617,157,1098,113,699,382,3.3,33.1,0.2592,,
2005-02-27T18:30:00Z,17:00:00,0.9,811,,2.8,640,166,1093,113,716,408,2.6,35.1,0.2618,,
2005-02-27T18:30:00Z,18:00:00,2.0,921,,6.7,842,268,849,139,857,675,2.1,36.6,0.2634,,
2005-02-27T18:30:00Z,19:00:00,2.4,938,,8.1,903,308,790,141,884,798,1.6,37.9,0.2645,,
2005-02-27T18:30:00Z,20:00:00,2.5,939,,7.4,872,297,813,141,870,792,1.4,38.0,0.2615,,
2005-02-27T18:30:00Z,21:00:00,1.6,826,,3.6,686,225,1015,122,726,573,1.0,36.6,0.2456,,
2005-02-27T18:30:00Z,22:00:00,0.9,776,,1.9,580,122,1183,89,654,402,1.1,35.4,0.2382,,
2005-02-27T18:30:00Z,23:00:00,0.7,755,,1.4,537,100,1284,78,621,342,1.0,34.3,0.2292,,
2005-02-28T18:30:00Z,0:00:00,0.6,765,,1.2,514,86,1327,68,641,322,1.0,37.4,0.2487,,
2005-02-28T18:30:00Z,1:00:00,0.6,762,,0.9,486,71,1364,60,640,306,0.7,41.2,0.2693,,
2005-02-28T18:30:00Z,2:00:00,0.4,735,,0.6,453,38,1497,37,601,267,0.2,40.6,0.2566,,
2005-02-28T18:30:00Z,3:00:00,0.2,715,,0.2,386,,1790,,559,226,0.1,40.0,0.2499,,
2005-02-28T18:30:00Z,4:00:00,0.2,715,,0.2,390,28,1804,27,551,221,-0.1,37.5,0.2326,,
2005-02-28T18:30:00Z,5:00:00,0.2,730,,0.3,407,32,1727,29,560,224,-0.3,38.4,0.2347,,
2005-02-28T18:30:00Z,6:00:00,0.2,735,,0.3,406,37,1677,33,579,232,-0.6,40.1,0.2404,,
2005-02-28T18:30:00Z,7:00:00,0.5,779,,1.0,499,133,1360,84,651,312,-0.6,41.4,0.2478,,
2005-02-28T18:30:00Z,8:00:00,1.5,914,,5.2,774,357,910,146,838,629,-0.2,40.2,0.2478,,
2005-02-28T18:30:00Z,9:00:00,1.9,905,,6.1,818,353,852,142,840,790,0.6,36.8,0.2388,,
2005-02-28T18:30:00Z,10:00:00,1.4,835,,3.6,687,284,988,121,719,629,2.8,30.3,0.2294,,
2005-02-28T18:30:00Z,11:00:00,0.9,798,,2.3,609,213,1121,109,659,471,3.1,29.1,0.224,,
2005-02-28T18:30:00Z,12:00:00,0.7,782,,1.9,579,174,1180,95,647,377,3.3,29.2,0.2288,,
2005-02-28T18:30:00Z,13:00:00,0.8,806,,2.6,623,157,1096,93,683,383,3.1,31.0,0.2386,,
2005-02-28T18:30:00Z,14:00:00,1.0,827,,3.1,659,178,1030,102,709,425,3.2,30.8,0.2399,,
2005-02-28T18:30:00Z,15:00:00,0.9,822,,2.7,631,186,1074,106,701,442,3.3,31.5,0.2464,,
2005-02-28T18:30:00Z,16:00:00,1.0,829,,3.0,655,197,1045,113,709,466,4.1,28.6,0.2363,,
2005-02-28T18:30:00Z,17:00:00,0.9,832,,3.0,653,186,1073,109,708,447,3.9,29.2,0.2378,,
2005-02-28T18:30:00Z,18:00:00,1.4,882,,5.0,765,203,922,116,815,582,1.9,35.0,0.2494,,
2005-02-28T18:30:00Z,19:00:00,2.1,967,,7.5,879,313,814,147,886,892,1.8,35.4,0.2497,,
2005-02-28T18:30:00Z,20:00:00,2.8,1009,,9.5,958,342,750,156,934,1006,1.4,36.5,0.2503,,
2005-02-28T18:30:00Z,21:00:00,2.2,910,,5.3,776,310,913,159,795,851,0.8,36.3,0.2388,,
2005-02-28T18:30:00Z,22:00:00,1.0,808,,2.4,612,164,1137,115,672,543,0.6,34.1,0.221,,
2005-02-28T18:30:00Z,23:00:00,1.1,812,,2.5,620,152,1143,109,668,528,0.3,31.9,0.2031,,
2005-03-01T18:30:00Z,0:00:00,0.9,790,,2.2,596,140,1184,102,637,464,0.2,30.2,0.191,,
2005-03-01T18:30:00Z,1:00:00,0.8,764,,1.5,543,122,1252,92,601,404,-0.0,29.7,0.1847,,
2005-03-01T18:30:00Z,2:00:00,0.6,761,,1.3,524,79,1306,66,604,331,-0.1,31.9,0.1975,,
2005-03-01T18:30:00Z,3:00:00,0.5,787,,0.9,486,,1294,,650,419,-1.1,41.4,0.2379,,
2005-03-01T18:30:00Z,4:00:00,0.0,789,,0.7,471,81,1301,74,668,532,-1.4,44.9,0.2536,,
2005-03-01T18:30:00Z,5:00:00,0.4,803,,0.9,489,76,1262,73,697,630,-1.3,46.3,0.2635,,
2005-03-01T18:30:00Z,6:00:00,0.5,831,,1.4,536,124,1157,95,721,767,-1.2,47.2,0.27,,
2005-03-01T18:30:00Z,7:00:00,0.7,881,,3.5,679,158,1023,109,813,866,-1.3,47.5,0.2702,,
2005-03-01T18:30:00Z,8:00:00,2.4,1098,,11.0,1013,396,689,149,1056,1253,-1.9,51.4,0.2801,,
2005-03-01T18:30:00Z,9:00:00,2.8,1099,,12.4,1064,478,668,168,1072,1347,-0.5,45.9,0.2763,,
