CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,AirQualityCategory
0.6,905.0,4.1,718.0,24.5,1050.0,37.5,1560.0,612.0,24.3,48.2,1.4476,Good
3.8,1029.0,16.6,1197.0,446.0,693.0,175.0,1305.0,1168.0,12.6,30.2,0.4384,Poor
0.6,856.0,1.1,505.0,80.0,1245.0,71.0,833.0,367.0,5.5,58.3,0.529,Good
3.6,1384.0,22.1,1353.0,455.0,490.0,114.0,1822.0,1506.0,21.7,53.1,1.3649,Poor
0.7,980.0,5.8,804.0,190.0,828.0,127.0,996.0,782.0,10.7,37.2,0.4788,Good
5.3,1490.0,27.3,1487.0,665.0,507.0,161.0,2115.0,1806.0,22.6,51.4,1.392,Poor
1.0,1074.0,3.9,703.0,88.0,1155.0,74.0,1463.0,1010.0,11.9,67.4,0.9375,Good
1.5,994.0,6.0,811.0,154.5,784.0,68.0,1452.0,946.0,21.4,69.0,1.7421,Good
0.45,804.0,1.4,534.0,28.0,1453.0,40.0,1112.0,409.0,16.3,34.1,0.6257,Good
2.4,1199.0,8.7,928.0,288.0,664.0,132.0,1082.0,1847.0,4.2,63.1,0.5259,Moderate
0.8,940.0,4.0,708.0,47.0,955.0,52.0,1640.0,588.0,25.2,67.1,2.1164,Good
0.9,1017.0,3.5,681.0,82.0,1245.0,64.0,1417.0,869.0,11.2,68.5,0.9081,Good
2.0851233094669848,941.0,5.6,791.0,55.0,840.0,69.0,1551.0,858.0,23.5,51.3,1.467,Good
2.6,1197.0,12.9,1081.0,140.0,752.0,97.0,1851.0,970.0,19.9,57.1,1.3158,Moderate
0.6,990.0,6.1,814.0,49.0,929.0,58.0,1398.0,577.0,33.9,20.3,1.0522,Good
1.1,837.0,1.9,580.0,166.0,1055.0,126.0,791.0,516.0,12.7,33.6,0.4902,Good
3.3,1300.0,17.4,1221.0,197.0,648.0,123.0,1945.0,1401.0,17.5,56.4,1.1175,Poor
1.0,937.0,5.3,778.0,46.0,896.0,56.0,1519.0,699.0,32.1,34.0,1.6039,Good
4.7,1282.0,20.6,1312.0,568.0,550.0,177.0,1670.0,1312.0,12.9,68.8,1.0175,Poor
4.4,1444.0,22.1,1354.0,248.0,655.0,172.0,1955.0,1437.0,25.7,27.9,0.908,Poor
1.9,1083.0,10.3,989.0,148.0,733.0,116.0,1633.0,1283.0,25.0,38.3,1.198,Moderate
1.7,950.0,7.4,874.0,359.0,850.0,131.0,1179.0,828.0,10.7,50.4,0.6467,Good
1.9,1007.0,10.7,1004.0,133.0,816.0,124.0,1588.0,1124.0,27.4,27.1,0.9736,Moderate
0.0,800.0,1.5,540.0,70.0,1249.0,57.0,778.0,406.0,6.1,42.6,0.4041,Good
0.1,870.0,3.5,684.0,146.5,997.0,95.0,895.0,936.0,3.7,56.3,0.4544,Good
3.3,1360.0,16.3,1188.0,420.0,548.0,120.0,1776.0,1350.0,25.6,48.3,1.5641,Poor
3.2,1277.0,16.1,1181.0,561.0,584.0,132.0,1734.0,1354.0,19.7,65.4,1.4854,Moderate
1.1,922.0,3.4,673.0,63.0,1219.0,78.0,1205.0,498.0,15.6,37.5,0.6575,Good
1.9,1054.0,5.5,789.0,241.0,886.0,100.0,1253.0,863.0,14.2,71.7,1.1578,Good
3.0,1051.0,15.3,1156.0,186.0,759.0,147.0,1786.0,963.0,28.6,22.3,0.859,Moderate
1.5,932.0,4.0,710.0,205.0,912.0,145.0,850.0,553.0,12.0,27.7,0.3885,Good
5.0,1556.0,27.0,1477.0,299.0,793.0,158.0,1980.0,1568.0,25.9,16.0,0.5237,Poor
3.0,1457.0,11.9,1045.0,170.0,973.0,129.0,1646.0,1098.0,22.2,28.4,0.7516,Moderate
1.2,973.0,3.6,690.0,67.0,1207.0,83.0,1313.0,733.0,9.4,62.6,0.7398,Good
4.8,1386.0,17.7,1230.0,736.0,523.0,155.0,1487.0,1463.0,5.8,83.8,0.7768,Poor
3.8,1255.0,21.6,1339.0,149.0,594.0,125.0,2175.0,1213.0,27.1,38.9,1.3758,Poor
2.8,979.0,10.9,1009.0,175.0,786.0,112.0,1625.0,985.0,23.3,34.5,0.9768,Moderate
0.6,821.0,5.0,765.0,48.0,1070.0,62.0,1323.0,456.0,33.1,16.8,0.8391,Good
0.8,977.0,2.3,605.0,102.0,852.0,67.0,1211.0,840.0,15.8,65.4,1.1629,Good
0.4,1128.0,5.2,771.0,192.0,732.0,121.0,1178.0,923.0,11.7,62.1,0.8535,Good
2.6,1196.0,14.4,1130.0,216.0,775.0,113.0,1674.0,1243.0,17.6,35.0,0.6965,Moderate
2.3,1100.0,12.2,1056.0,122.0,796.0,113.0,1772.0,862.0,33.0,26.0,1.2877,Moderate
2.0851233094669848,1305.0,17.4,1222.0,460.0,545.0,120.0,1720.0,1413.0,23.7,49.8,1.4433,Poor
2.5,1130.0,13.1,1086.0,164.0,704.0,131.0,1737.0,1239.0,24.0,37.8,1.1125,Moderate
0.15,753.0,0.5,437.0,14.0,1903.0,19.0,1109.0,300.0,16.3,41.0,0.7513,Good
1.0,1188.0,5.7,797.0,311.0,687.0,173.0,1157.0,1213.0,10.3,55.9,0.7014,Good
6.2,1615.0,32.6,1610.0,795.0,374.0,227.0,1908.0,2020.0,21.0,29.2,0.7192,Poor
0.7,868.0,3.6,687.0,144.5,921.0,50.0,1248.0,776.0,17.9,66.8,1.3596,Good
1.3,1094.0,7.7,885.0,187.0,705.0,56.0,1573.0,1000.0,21.3,68.2,1.7127,Good
2.0851233094669848,859.0,6.8,847.0,58.0,873.0,77.0,1426.0,748.0,23.6,31.9,0.9195,Good
1.3,990.0,5.5,785.0,295.0,816.0,144.0,931.0,1037.0,0.3,61.0,0.3881,Good
1.3,960.0,5.7,798.0,73.0,853.0,84.0,1459.0,780.0,28.0,34.9,1.2989,Good
2.6,1246.0,8.9,936.0,438.0,665.0,163.0,1181.0,1459.0,9.9,53.3,0.6504,Moderate
1.3,1117.0,6.6,841.0,284.0,702.0,116.0,1056.0,1367.0,5.5,66.5,0.6054,Good
1.1,954.0,6.0,810.0,61.0,841.0,59.0,1562.0,758.0,26.3,50.1,1.6889,Good
3.4,1214.0,17.8,1233.0,180.0,795.0,125.0,1735.0,1167.0,23.5,20.8,0.5937,Poor
1.1,970.0,7.0,856.0,162.0,747.0,120.0,990.0,693.0,12.0,38.7,0.5402,Good
0.6,819.0,3.4,677.0,56.0,1048.0,62.0,1378.0,685.0,20.3,46.8,1.1,Good
1.6,889.0,4.5,737.0,197.0,1378.0,100.0,1061.0,742.0,13.4,48.1,0.7374,Good
2.7,1004.0,10.8,1006.0,241.0,847.0,81.0,1321.0,925.0,19.3,32.3,0.7163,Moderate
1.1,1034.0,4.1,715.0,50.0,1085.0,55.0,1405.0,891.0,10.7,67.2,0.863,Good
4.0,1485.0,17.5,1223.0,242.0,650.0,126.0,1980.0,1302.0,14.4,77.4,1.2654,Poor
1.1,872.0,2.4,609.0,139.0,1050.0,101.0,818.0,527.0,3.6,45.8,0.3674,Good
4.2,1230.0,21.6,1340.0,274.0,626.0,170.0,1936.0,1577.0,30.3,25.6,1.0879,Poor
1.4,876.0,7.0,858.0,118.0,1079.0,89.0,1535.0,724.0,21.8,39.2,1.0115,Good
2.0,1035.0,10.9,1011.0,95.0,750.0,94.0,1752.0,1038.0,23.0,48.1,1.3322,Moderate
3.6,1286.0,17.4,1222.0,573.0,529.0,210.0,1350.0,1348.0,27.9,15.6,0.5782,Poor
3.3,1335.0,15.9,1175.0,208.0,655.0,131.0,1890.0,1467.0,18.2,54.7,1.1336,Moderate
2.0,1085.0,9.4,954.0,109.0,866.0,100.0,1655.0,870.0,17.8,55.5,1.1174,Moderate
1.5,1166.0,12.4,1065.0,148.0,807.0,78.0,1886.0,1138.0,24.6,47.5,1.4487,Moderate
1.1,983.0,5.0,761.0,47.0,870.0,57.0,1556.0,560.0,27.3,45.7,1.6308,Good
1.5,1050.0,9.7,965.0,86.0,779.0,80.0,1748.0,1089.0,27.8,40.0,1.4691,Moderate
2.0851233094669848,824.0,2.7,633.0,29.0,1035.0,37.0,1402.0,606.0,25.1,42.3,1.326,Good
1.8,1035.0,11.0,1015.0,143.0,756.0,124.0,1651.0,939.0,24.2,35.9,1.0684,Moderate
1.7,1041.0,9.0,938.0,210.0,816.0,109.0,1455.0,1004.0,22.8,43.4,1.1915,Moderate
1.5,1011.0,7.0,855.0,192.0,769.0,63.5,1341.0,888.0,15.4,72.8,1.2633,Good
4.0,1383.0,17.4,1220.0,593.0,470.0,154.0,1600.0,1457.0,9.7,61.9,0.7446,Poor
4.0,1521.0,16.8,1203.0,490.0,476.0,206.0,1400.0,2141.0,8.5,50.9,0.5664,Poor
1.7,880.0,6.4,831.0,330.0,911.0,116.0,1074.0,792.0,13.4,37.1,0.5683,Good
1.5,1181.0,8.9,935.0,158.0,701.0,62.0,1564.0,960.0,24.9,56.0,1.7367,Moderate
1.2,1024.0,8.4,915.0,294.0,831.0,149.0,1018.0,1261.0,9.5,35.9,0.4273,Moderate
0.7,806.0,2.0,584.0,41.0,1488.0,44.0,1104.0,346.0,18.3,27.2,0.5675,Good
1.5,1023.0,3.9,705.0,199.0,875.0,114.0,1167.0,806.0,11.5,74.2,1.0063,Good
0.7,855.0,2.3,605.0,28.0,1214.0,37.0,1402.0,437.0,31.2,36.3,1.6217,Good
0.5,903.0,1.3,530.0,78.0,1078.0,59.0,846.0,437.0,6.4,50.2,0.485,Good
2.3,1178.0,7.4,873.0,316.0,700.0,137.0,1328.0,986.0,11.2,79.6,1.0587,Good
1.4,835.0,3.6,687.0,284.0,988.0,121.0,719.0,629.0,2.8,30.3,0.2294,Good
1.6,888.0,9.0,939.0,99.0,920.0,102.0,1492.0,647.0,30.3,19.0,0.8103,Moderate
4.0,978.0,11.5,1031.0,341.0,764.0,149.0,1066.0,967.0,7.9,37.1,0.3974,Moderate
3.8,1379.0,21.1,1325.0,191.0,659.0,151.0,1960.0,1306.0,24.7,31.5,0.9672,Poor
4.2,1610.0,19.2,1274.0,279.0,754.0,161.0,1915.0,1697.0,15.7,44.1,0.7786,Poor
1.8,1063.0,7.6,881.0,340.0,727.0,193.0,978.0,1099.0,11.4,27.8,0.3748,Good
1.3,1050.0,7.6,880.0,162.0,731.0,69.0,1363.0,982.0,17.8,66.9,1.3464,Good
0.9,1068.0,6.1,815.0,191.0,681.0,80.0,1263.0,1011.0,12.6,71.5,1.038,Good
2.2,908.0,7.7,885.0,353.0,922.0,142.0,946.0,835.0,8.9,34.5,0.3946,Good
2.1,1174.0,9.1,941.0,380.0,625.0,121.0,1296.0,1261.0,11.2,70.3,0.9323,Moderate
2.8,973.0,14.4,1128.0,170.0,813.0,127.0,1642.0,894.0,32.9,15.5,0.7649,Moderate
0.6,804.0,2.4,615.0,45.0,1143.0,64.0,1426.0,662.0,21.7,50.2,1.2917,Good
5.6,1445.0,22.9,1374.0,1195.0,498.0,282.0,1560.0,1818.0,11.4,58.3,0.7868,Poor
0.6,913.0,4.3,727.0,121.0,801.0,63.0,1417.0,886.0,19.7,66.8,1.5184,Good
1.6,1091.0,10.2,986.0,71.0,736.0,104.0,1711.0,774.0,34.0,30.9,1.6158,Moderate
1.6,1079.0,8.5,920.0,60.0,739.0,67.0,1760.0,771.0,27.8,57.4,2.1107,Moderate
3.2,1250.0,14.5,1133.0,508.0,628.0,168.0,1273.0,1462.0,17.5,30.8,0.6095,Moderate
0.7,938.0,3.0,650.0,68.0,1251.0,71.0,1332.0,893.0,10.9,62.1,0.8113,Good
1.4,979.0,5.0,761.0,235.0,853.0,172.0,876.0,1051.0,3.1,47.1,0.3638,Good
3.1,1148.0,14.2,1124.0,409.0,623.0,187.0,1140.0,1404.0,8.9,26.9,0.3069,Moderate
3.8,1347.0,17.6,1227.0,589.0,539.0,199.0,1627.0,1475.0,21.1,44.5,1.0964,Poor
4.8,1673.0,25.7,1447.0,461.0,447.0,122.0,2064.0,1688.0,26.5,52.7,1.7966,Poor
1.6,969.0,6.0,812.0,259.0,989.0,100.0,1188.0,842.0,14.9,53.4,0.8998,Good
1.0,847.0,2.9,644.0,71.0,1245.0,68.0,1364.0,479.0,20.7,43.4,1.047,Good
1.8,961.0,5.9,806.0,268.0,820.0,131.0,900.0,745.0,20.2,14.4,0.337,Good
1.9,1043.0,6.4,829.0,133.0,1247.0,110.0,1378.0,831.0,7.7,59.7,0.6308,Good
2.1,1086.0,10.6,1000.0,391.0,705.0,127.0,1251.0,1309.0,14.6,46.5,0.7687,Moderate
1.4,1074.0,9.9,972.0,79.0,694.0,74.0,1748.0,1230.0,26.4,44.5,1.5119,Moderate
2.0851233094669848,1125.0,16.6,1199.0,171.0,600.0,97.0,1850.0,1303.0,21.6,40.9,1.0468,Poor
1.3,1284.0,11.6,1037.0,370.0,609.0,121.0,1276.0,1750.0,7.9,72.5,0.7766,Moderate
2.0,1083.0,7.0,858.0,271.0,702.0,164.0,1016.0,1163.0,1.5,66.2,0.4571,Good
7.6,1972.0,38.4,1737.0,411.0,616.0,194.0,2413.0,2305.0,23.1,26.5,0.7403,Poor
1.3,916.0,5.2,772.0,98.0,1097.0,78.0,1311.0,604.0,18.8,31.7,0.6821,Good
1.0,913.0,3.9,704.0,181.0,965.0,124.0,925.0,687.0,6.2,51.3,0.488,Good
0.7,874.0,3.1,658.0,30.0,1180.0,35.0,1451.0,561.0,16.7,66.9,1.2631,Good
0.6,810.0,2.2,596.0,236.9796848547988,1255.0,110.3925641359552,1105.0,360.0,32.2,20.5,0.9699,Good
1.5,1041.0,4.4,731.0,230.0,789.0,145.5,1002.0,1076.0,4.9,62.6,0.5477,Good
4.3,1200.0,25.0,1428.0,285.0,664.0,118.0,2249.0,1377.0,21.7,44.2,1.1321,Poor
7.8,1659.0,35.9,1684.0,1290.0,422.0,272.0,1945.0,2155.0,16.0,41.5,0.7483,Poor
1.6,1110.0,7.4,872.0,308.0,821.0,150.0,970.0,1393.0,10.1,34.4,0.4249,Good
0.9,914.0,2.9,644.0,182.0,971.0,139.5,832.0,921.0,2.6,48.8,0.3658,Good
2.0,1042.0,8.3,909.0,437.0,774.0,181.0,922.0,1216.0,4.6,32.5,0.2783,Moderate
2.7,991.0,10.3,987.0,234.0,822.0,95.0,1327.0,781.0,23.1,27.0,0.7538,Moderate
0.0,1085.0,4.4,733.0,139.0,848.0,105.0,1063.0,882.0,5.9,72.7,0.6791,Good
4.6,1492.0,23.8,1399.0,618.0,466.0,150.0,1893.0,1707.0,19.0,61.6,1.3407,Poor
1.9,1057.0,11.0,1016.0,209.0,673.0,101.0,1625.0,831.0,33.8,25.8,1.3338,Moderate
0.1,1053.0,3.3,671.0,132.0,807.0,88.0,1137.0,569.0,10.6,66.1,0.8444,Good
0.3,965.0,4.6,742.0,193.0,888.0,109.0,1099.0,661.0,8.6,63.3,0.7073,Good
2.8,1292.0,9.7,964.0,376.0,588.0,150.0,1398.0,1062.0,22.7,42.4,1.154,Moderate
2.5,1310.0,15.0,1147.0,166.0,681.0,86.0,1838.0,1351.0,16.7,51.9,0.9788,Moderate
1.6,1031.0,8.3,911.0,72.0,763.0,71.0,1661.0,825.0,34.3,31.5,1.6745,Moderate
1.7,1161.0,11.1,1019.0,97.0,622.0,51.0,1904.0,1177.0,27.9,56.5,2.0895,Moderate
3.0,1145.0,14.9,1144.0,162.0,836.0,126.0,1647.0,1010.0,27.6,22.3,0.8116,Moderate
0.4,802.0,0.7,466.0,33.0,1450.0,30.0,1033.0,448.0,14.8,65.5,1.0965,Good
1.5,1010.0,6.5,835.0,66.0,847.0,79.0,1576.0,616.0,31.1,38.8,1.7295,Good
6.3,1408.0,28.0,1502.0,692.0,640.0,178.0,1843.0,1598.0,11.6,64.3,0.8789,Poor
0.6,820.0,3.4,673.0,104.0,1024.0,64.0,1187.0,789.0,14.0,62.6,0.9948,Good
2.8,1350.0,15.6,1168.0,387.0,474.0,160.0,1563.0,1538.0,21.7,39.0,0.9979,Moderate
0.7,980.0,5.7,800.0,46.0,983.0,54.0,1461.0,809.0,16.4,52.1,0.9612,Good
6.1,1640.0,24.0,1404.0,351.0,742.0,165.0,2191.0,1653.0,9.6,67.8,0.8133,Poor
0.0,993.0,2.3,604.0,84.0,848.0,65.0,1160.0,761.0,14.5,66.4,1.0919,Good
3.6,1210.0,20.7,1316.0,234.0,644.0,159.0,2030.0,1278.0,32.5,25.3,1.2165,Poor
1.5,904.0,4.7,746.0,222.0,924.0,138.0,850.0,691.0,7.0,33.5,0.3367,Good
0.7,868.0,3.9,707.0,63.0,1063.0,85.0,1324.0,416.0,40.2,17.7,1.2989,Good
3.4,1274.0,16.4,1193.0,587.0,595.0,140.0,1388.0,1392.0,6.4,65.6,0.6348,Poor
1.2,1044.0,6.8,850.0,78.0,888.0,93.0,1505.0,1101.0,20.5,42.0,1.0004,Good
2.0,1122.0,11.0,1015.0,255.0,845.0,136.0,1469.0,1297.0,28.3,30.1,1.1392,Moderate
0.7,913.0,4.4,730.0,47.0,882.0,50.0,1492.0,774.0,23.3,55.5,1.5636,Good
0.8,874.0,4.2,720.0,35.5,1082.0,48.5,1327.0,683.0,15.9,44.7,0.8009,Good
2.0851233094669848,1057.0,7.2,866.0,93.0,730.0,80.0,1685.0,1047.0,22.1,72.6,1.9105,Good
6.7,1431.0,36.9,1705.0,702.0,487.0,204.0,2097.0,1841.0,24.7,27.9,0.8559,Poor
1.3,984.0,5.6,794.0,63.0,838.0,78.0,1569.0,675.0,25.4,54.6,1.7483,Good
0.1,1016.0,2.8,640.0,156.0,891.0,107.0,1044.0,482.0,12.5,55.4,0.7999,Good
3.1,1389.0,13.5,1099.0,195.0,755.0,119.0,1798.0,1191.0,14.9,59.3,0.9974,Moderate
0.5,1322.0,13.2,1091.0,574.0,564.0,192.0,1306.0,1470.0,5.6,80.4,0.7349,Moderate
0.9,887.0,2.2,597.0,46.0,1396.0,58.0,1155.0,417.0,10.6,48.0,0.6135,Good
3.2,1189.0,16.8,1202.0,118.0,658.0,119.0,1966.0,1055.0,25.4,43.2,1.3805,Poor
1.0,1036.0,8.2,906.0,75.0,742.0,59.0,1706.0,1157.0,25.1,46.5,1.4615,Moderate
3.6,1419.0,20.1,1299.0,216.0,670.0,155.0,1923.0,1262.0,27.6,25.7,0.9382,Poor
2.6,1194.0,16.6,1197.0,275.0,586.0,101.0,1732.0,1228.0,19.3,67.5,1.4977,Poor
1.7,1204.0,8.6,924.0,132.0,922.0,107.0,1546.0,1314.0,15.5,52.9,0.9271,Moderate
1.5,1059.0,8.6,925.0,111.0,783.0,77.0,1749.0,988.0,24.7,45.9,1.4061,Moderate
0.5,731.0,2.4,613.0,44.0,1272.0,40.0,1412.0,604.0,18.2,54.1,1.1155,Good
0.0,973.0,5.9,806.0,202.0,851.0,126.0,994.0,925.0,15.4,29.3,0.5068,Good
2.4,1344.0,9.7,967.0,99.0,920.0,93.0,1619.0,1278.0,11.6,63.4,0.8674,Moderate
1.4,936.0,4.7,750.0,263.0,1386.0,102.0,1141.0,790.0,14.3,55.4,0.9005,Good
0.5,842.0,3.0,654.0,41.0,1046.0,57.0,1377.0,825.0,24.8,36.0,1.1109,Good
0.4,842.0,1.4,534.0,59.0,1139.0,43.0,805.0,351.0,11.0,40.5,0.5316,Good
3.3,1028.0,11.3,1024.0,357.0,773.0,136.0,1024.0,1160.0,8.1,32.5,0.3516,Moderate
0.9,1011.0,5.8,803.0,53.0,831.0,48.0,1637.0,765.0,32.4,37.3,1.7808,Good
0.9,843.0,4.1,715.0,41.0,1004.0,53.0,1305.0,496.0,33.4,21.6,1.0927,Good
0.7,865.0,3.6,689.0,57.0,1138.0,45.0,1456.0,766.0,13.1,70.2,1.0554,Good
0.7,827.0,2.4,610.0,102.0,1091.0,71.0,1120.0,635.0,13.1,67.7,1.0198,Good
2.8,1073.0,14.2,1123.0,209.0,751.0,154.0,1688.0,1175.0,29.5,23.8,0.9623,Moderate
2.9,1370.0,12.7,1072.0,397.0,534.0,154.0,1427.0,1233.0,17.3,47.8,0.9363,Moderate
1.3,876.0,6.7,844.0,112.0,1047.0,43.0,1193.0,669.0,21.1,27.7,0.6853,Good
1.5,1123.0,9.7,965.0,91.0,770.0,93.0,1594.0,1183.0,17.6,47.6,0.9465,Moderate
0.6,989.0,6.2,821.0,57.0,848.0,62.0,1511.0,1079.0,27.5,34.6,1.2518,Good
0.4,816.0,0.7,461.0,88.0,1378.0,65.0,731.0,307.0,2.5,52.7,0.3908,Good
1.4,993.0,5.9,806.0,72.0,830.0,90.0,1579.0,674.0,25.9,52.9,1.7478,Good
1.0,857.0,5.3,776.0,43.0,947.0,56.0,1430.0,498.0,38.1,21.1,1.3863,Good
3.6,1251.0,22.7,1368.0,248.0,681.0,129.0,2119.0,1390.0,19.3,46.0,1.0185,Poor
2.0851233094669848,1223.0,14.8,1141.0,145.0,777.0,88.0,1965.0,1084.0,26.2,46.4,1.5573,Moderate
0.8,925.0,2.8,637.0,37.0,1195.0,52.0,1342.0,748.0,11.2,65.9,0.8775,Good
2.3,1102.0,7.9,896.0,326.0,714.0,172.0,1023.0,1196.0,5.7,42.1,0.3885,Moderate
8.7,1703.0,36.1,1689.0,1070.0,402.0,242.0,1820.0,2480.0,7.1,50.3,0.51,Poor
4.2,1479.0,21.0,1323.0,215.0,622.0,122.0,2162.0,1623.0,20.8,54.4,1.3194,Poor
2.7,1159.0,13.8,1110.0,492.0,671.0,101.0,1649.0,1093.0,17.6,60.8,1.2151,Moderate
4.4,1380.0,23.6,1393.0,560.0,494.0,107.0,1911.0,1557.0,20.6,60.2,1.4428,Poor
4.5,1664.0,24.1,1407.0,329.0,594.0,134.0,2198.0,1563.0,15.3,55.2,0.9538,Poor
3.9,1377.0,20.6,1312.0,191.0,611.0,109.0,2119.0,1219.0,18.3,62.8,1.3127,Poor
4.6,1443.0,25.6,1443.0,286.0,543.0,202.0,2331.0,1559.0,34.7,31.9,1.7325,Poor
5.8,1669.0,32.8,1615.0,760.0,403.0,166.0,2232.0,1963.0,24.0,55.0,1.6211,Poor
1.2,1079.0,4.4,731.0,141.0,747.0,111.0,1086.0,1093.0,13.3,51.4,0.7821,Good
2.7,1243.0,15.4,1162.0,162.0,765.0,123.0,1735.0,1188.0,30.0,20.0,0.8338,Moderate
1.2,953.0,6.3,825.0,56.0,870.0,70.0,1530.0,691.0,35.8,25.7,1.4861,Good
0.7,972.0,3.3,672.0,141.0,886.0,111.0,954.0,1030.0,4.7,64.6,0.5568,Good
1.5,989.0,10.3,990.0,113.0,822.0,138.0,1577.0,705.0,33.2,20.4,1.0195,Moderate
1.0,1037.0,3.5,683.0,85.0,1219.0,93.0,1279.0,687.0,14.4,38.5,0.6291,Good
0.95,851.0,4.3,726.0,124.0,897.0,42.0,1276.0,799.0,15.0,77.9,1.3197,Good
0.9,938.0,4.9,758.0,40.0,858.0,47.0,1543.0,663.0,26.7,49.5,1.7048,Good
4.5,1515.0,18.7,1259.0,632.0,507.0,147.0,1695.0,1554.0,15.6,70.2,1.238,Poor
1.0,953.0,4.1,716.0,188.0,907.0,64.0,1151.0,910.0,9.8,79.2,0.9567,Good
0.6,811.0,2.6,626.0,24.0,1134.0,40.0,1471.0,625.0,20.3,58.9,1.3878,Good
1.7,1121.0,8.7,925.0,105.0,804.0,88.0,1618.0,1173.0,16.9,58.8,1.125,Moderate
0.5,809.0,2.4,611.0,27.0,1163.0,34.0,1461.0,594.0,21.3,54.5,1.3682,Good
2.9,1329.0,16.2,1184.0,140.0,768.0,121.0,1750.0,1111.0,28.4,26.0,0.9922,Moderate
2.0,1079.0,10.7,1004.0,175.0,713.0,111.0,1628.0,1301.0,22.8,43.0,1.1731,Moderate
1.9,1122.0,8.0,897.0,118.0,991.0,91.0,1371.0,831.0,19.1,26.5,0.579,Moderate
0.6,832.0,1.6,552.0,40.0,1475.0,45.0,1180.0,373.0,14.4,45.9,0.7476,Good
2.1,1156.0,9.7,966.0,421.0,678.0,124.0,1364.0,1087.0,14.9,64.1,1.0773,Moderate
1.7,896.0,7.8,890.0,272.0,850.0,121.0,1139.0,807.0,11.5,46.4,0.6302,Moderate
2.4,996.0,13.5,1100.0,157.0,896.0,106.0,1392.0,986.0,22.6,17.2,0.4656,Moderate
5.5,1581.0,26.0,1455.0,875.0,423.0,216.0,1725.0,1813.0,5.1,83.0,0.7352,Poor
0.6,811.0,2.4,613.0,54.0,1132.0,47.0,1301.0,625.0,23.0,54.0,1.501,Good
1.3,973.0,4.9,760.0,234.0,862.0,156.0,864.0,681.0,12.2,24.0,0.3392,Good
1.3,1018.0,7.7,885.0,112.0,809.0,77.0,1490.0,863.0,22.1,58.4,1.5393,Good
1.9,1066.0,7.5,879.0,290.0,739.0,193.0,988.0,995.0,8.7,33.9,0.3832,Good
1.6,969.0,6.7,843.0,354.0,856.0,165.0,1213.0,821.0,6.9,86.0,0.8632,Good
1.9,1195.0,12.3,1060.0,116.0,791.0,120.0,1649.0,899.0,31.1,22.3,0.9888,Moderate
1.7,1191.0,10.7,1003.0,159.0,665.0,91.0,1577.0,1175.0,21.1,64.7,1.5956,Moderate
2.7,1458.0,11.3,1024.0,411.5,530.0,160.0,1412.0,1570.0,9.6,78.7,0.9429,Moderate
0.7,941.0,3.7,696.0,45.0,916.0,51.0,1541.0,464.0,26.2,61.6,2.0575,Good
1.5,1108.0,6.2,822.0,236.0,719.0,117.0,1246.0,960.0,11.1,70.2,0.9276,Good
1.8,1038.0,10.4,991.0,93.0,684.0,74.0,1819.0,1087.0,24.1,63.5,1.8828,Moderate
1.2,936.0,3.5,684.0,171.0,866.0,123.0,941.0,567.0,15.5,33.9,0.5957,Good
0.6,712.0,1.4,538.0,110.0,1593.0,62.0,828.0,380.0,12.2,31.8,0.4514,Good
2.2,948.0,9.7,965.0,349.0,860.0,138.0,1041.0,892.0,8.7,33.7,0.379,Moderate
2.5,1187.0,8.8,930.0,251.0,668.0,121.0,1092.0,1791.0,4.3,64.1,0.537,Moderate
0.8,949.0,3.1,656.0,157.0,894.0,114.0,947.0,991.0,5.0,63.5,0.5575,Good
3.2,1248.0,14.4,1131.0,878.0,615.0,187.0,1295.0,1591.0,13.3,42.3,0.6448,Moderate
4.0,1180.0,21.5,1338.0,382.0,566.0,171.0,1867.0,1211.0,33.3,23.6,1.1842,Poor
1.9,1071.0,9.0,939.0,111.0,993.0,93.0,1449.0,756.0,17.6,30.1,0.6013,Moderate
2.1,1315.0,11.7,1040.0,115.0,773.0,101.0,1766.0,965.0,28.9,29.3,1.1503,Moderate
4.1,1587.0,21.4,1333.0,320.0,702.0,108.0,1998.0,1533.0,11.1,60.2,0.7958,Poor
1.1,896.0,2.6,627.0,157.0,1033.0,126.0,781.0,610.0,5.4,36.6,0.3304,Good
1.2,950.0,5.4,782.0,127.0,861.0,69.0,1331.0,807.0,20.1,62.6,1.4543,Good
0.4,667.0,0.6,454.0,65.0,1715.0,44.0,785.0,300.0,11.4,32.9,0.4435,Good
0.6,857.0,1.7,562.0,78.0,1140.0,54.0,1129.0,646.0,11.9,79.6,1.1043,Good
0.0,872.0,1.8,565.0,102.0,1096.0,82.0,792.0,494.0,3.1,44.8,0.3473,Good
3.9,1491.0,23.6,1392.0,190.0,629.0,128.0,2149.0,1473.0,26.4,34.6,1.1724,Poor
1.4,971.0,8.0,898.0,79.0,806.0,88.0,1507.0,878.0,29.5,32.1,1.3005,Moderate
0.8,848.0,2.4,612.0,83.0,1169.0,62.0,851.0,702.0,4.8,49.9,0.4325,Good
1.9,1014.0,9.8,970.0,95.0,826.0,93.0,1684.0,763.0,34.7,22.6,1.2297,Moderate
1.8,1130.0,5.8,802.0,267.0,772.0,127.0,1229.0,975.0,13.9,60.9,0.9644,Good
