CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,AirQualityCategory
0.8,984.0,2.4,610.0,86.0,850.0,68.0,1101.0,603.0,12.6,65.9,0.9583,Good
2.7,1403.0,15.1,1150.0,147.0,747.0,125.0,1820.0,1124.0,25.5,37.4,1.1995,Moderate
2.5,1148.0,9.6,962.0,451.0,679.0,102.0,1394.0,1016.0,12.2,83.9,1.189,Moderate
1.9,1140.0,7.0,856.0,257.0,707.0,151.0,1171.0,1147.0,6.5,73.9,0.7224,Good
2.5,1041.0,11.5,1031.0,369.0,756.0,131.0,1093.0,1083.0,16.1,23.4,0.4248,Moderate
0.8,868.0,1.9,575.0,96.0,1128.0,78.0,755.0,363.0,10.3,27.7,0.3481,Good
2.8,1272.0,13.4,1096.0,581.0,552.0,221.0,1349.0,1378.0,12.8,49.3,0.7277,Moderate
0.6,809.0,3.2,663.0,11.0,1122.0,17.0,1312.0,478.0,37.3,20.5,1.286,Good
0.9,892.0,5.0,765.0,38.0,879.0,55.0,1399.0,796.0,28.3,34.1,1.2951,Good
3.4,1317.0,14.2,1123.0,218.0,761.0,113.0,1770.0,1286.0,12.1,54.9,0.7734,Moderate
0.7,992.0,2.9,644.0,96.0,898.0,70.0,1127.0,854.0,11.8,70.6,0.9731,Good
0.5,813.0,4.4,732.0,41.0,1117.0,59.0,1303.0,427.0,32.4,18.0,0.8599,Good
0.7,968.0,2.0,584.0,133.0,904.0,93.0,1020.0,899.0,10.7,59.6,0.7673,Good
0.6,821.0,0.9,493.0,50.0,1278.0,44.0,876.0,453.0,7.1,56.0,0.569,Good
2.7,1182.0,8.8,929.0,317.0,669.0,111.0,1210.0,1179.0,7.6,73.0,0.7629,Moderate
2.1,1217.0,8.4,914.0,307.0,597.0,158.0,1291.0,1383.0,13.7,58.5,0.9146,Moderate
0.5,817.0,2.1,588.0,55.0,1133.0,37.0,1310.0,588.0,18.9,71.3,1.5449,Good
2.6,1391.0,14.6,1135.0,134.0,737.0,105.0,1840.0,1296.0,27.2,32.4,1.1493,Moderate
2.0851233094669848,892.0,3.4,675.0,45.0,930.0,55.0,1567.0,859.0,21.4,75.5,1.9033,Good
2.0,1072.0,10.9,1009.0,206.0,639.0,105.0,1655.0,954.0,25.2,50.1,1.58,Moderate
1.5,1050.0,6.1,815.0,191.0,1304.0,76.0,1202.0,950.0,12.3,69.7,0.9954,Good
1.2,992.0,3.7,693.0,265.0,900.0,168.0,1020.0,756.0,3.9,79.5,0.6482,Good
1.9,1196.0,7.4,873.0,139.0,1071.0,97.0,1463.0,1144.0,9.1,63.9,0.7423,Good
0.3,875.0,3.9,703.0,234.0,967.0,126.0,891.0,652.0,5.7,44.1,0.4063,Good
2.4,1304.0,15.6,1167.0,297.0,586.0,98.0,1690.0,1301.0,28.5,39.4,1.5147,Moderate
1.5,975.0,7.7,886.0,85.0,828.0,86.0,1477.0,736.0,32.3,27.2,1.2933,Good
1.6,931.0,5.1,767.0,248.0,887.0,166.0,919.0,668.0,4.2,49.5,0.4118,Good
1.3,928.0,5.5,786.0,85.0,1012.0,68.0,1584.0,606.0,25.4,39.2,1.2534,Good
1.0,1093.0,6.1,815.0,74.0,934.0,69.0,1562.0,852.0,21.4,46.6,1.1764,Good
2.9,1086.0,17.1,1213.0,661.0,667.0,243.0,1215.0,1401.0,11.9,27.9,0.3882,Poor
0.2,862.0,4.9,757.0,227.0,983.0,116.0,938.0,879.0,1.3,65.3,0.4457,Good
1.2,935.0,6.0,810.0,243.0,880.0,74.0,1356.0,834.0,17.8,60.6,1.2276,Good
0.9,958.0,5.5,786.0,45.0,829.0,54.0,1459.0,820.0,26.5,40.7,1.3873,Good
0.8,818.0,1.9,576.0,114.0,1142.0,84.0,809.0,492.0,11.4,32.0,0.431,Good
3.1,1360.0,21.8,1346.0,980.0,517.0,239.0,1455.0,1851.0,8.3,49.3,0.5414,Poor
1.5,1096.0,9.4,956.0,139.0,826.0,68.0,1620.0,1046.0,12.9,66.5,0.9846,Moderate
2.2,1183.0,11.0,1013.0,310.0,631.0,127.0,1305.0,1185.0,10.2,61.5,0.7638,Moderate
0.4,771.0,2.0,583.0,19.0,1148.0,27.0,1413.0,565.0,22.7,59.2,1.6139,Good
2.7,1214.0,15.1,1150.0,144.0,682.0,117.0,1938.0,1308.0,27.2,42.5,1.5069,Moderate
4.0,1549.0,17.8,1233.0,589.0,424.0,175.0,1647.0,1803.0,17.4,57.3,1.1288,Poor
1.3,986.0,4.9,759.0,166.0,856.0,67.0,1162.0,940.0,8.8,83.7,0.9529,Good
1.1,1024.0,4.0,709.0,142.0,798.0,109.0,1120.0,884.0,9.8,61.2,0.7413,Good
2.0851233094669848,1121.0,9.5,959.0,102.0,685.0,92.0,1798.0,913.0,28.8,48.9,1.9105,Moderate
0.7,827.0,3.1,659.0,156.0,1078.0,85.0,881.0,780.0,2.2,60.1,0.4361,Good
5.9,1765.0,28.1,1506.0,289.0,533.0,149.0,2270.0,1895.0,18.3,44.1,0.9183,Poor
2.3,1198.0,8.4,916.0,350.0,613.0,173.0,1226.0,1434.0,13.8,49.6,0.7793,Moderate
2.9,1235.0,20.0,1297.0,93.0,542.0,27.0,1996.0,1320.0,21.6,57.2,1.4607,Poor
2.3,1075.0,11.6,1034.0,150.0,964.0,101.0,1544.0,812.0,21.3,24.2,0.606,Moderate
0.9,939.0,3.1,655.0,133.0,913.0,90.0,1052.0,470.0,22.6,33.2,0.9007,Good
1.8,1091.0,9.2,945.0,213.0,698.0,62.0,1467.0,1014.0,18.4,68.5,1.439,Moderate
0.9,889.0,2.2,600.0,100.0,1053.0,81.0,802.0,390.0,8.8,40.0,0.4538,Good
1.1,1006.0,7.2,864.0,65.0,816.0,71.0,1638.0,987.0,22.6,51.0,1.3805,Good
2.0851233094669848,980.0,4.7,746.0,52.0,856.0,69.0,1492.0,1090.0,25.1,44.0,1.3794,Good
2.1,1022.0,11.8,1041.0,132.0,795.0,101.0,1710.0,909.0,35.4,19.9,1.1222,Moderate
1.1,904.0,5.8,800.0,44.0,852.0,53.0,1400.0,862.0,24.1,37.9,1.1204,Good
0.7,893.0,2.0,587.0,46.0,1367.0,58.0,1219.0,432.0,10.7,58.2,0.7459,Good
1.5,1041.0,9.0,940.0,110.0,971.0,91.0,1490.0,871.0,25.4,25.0,0.7966,Moderate
3.2,1225.0,10.2,985.0,463.0,635.0,199.0,1254.0,1168.0,7.2,69.5,0.7084,Moderate
0.6,850.0,3.2,664.0,31.0,1038.0,40.0,1568.0,726.0,24.9,54.6,1.6908,Good
2.4,1179.0,9.3,950.0,129.0,825.0,84.0,1723.0,1322.0,17.3,68.3,1.3346,Moderate
1.5,1067.0,8.4,916.0,70.0,735.0,59.0,1727.0,915.0,30.8,45.0,1.9733,Moderate
2.4,1111.0,16.5,1194.0,160.0,793.0,130.0,1874.0,1014.0,37.5,18.1,1.1529,Poor
4.3,1336.0,14.8,1143.0,692.0,559.0,204.0,1236.0,1768.0,9.7,40.1,0.4832,Moderate
4.7,1463.0,22.4,1361.0,543.0,487.0,100.0,1987.0,1648.0,21.2,70.3,1.7476,Poor
3.9,1111.0,19.0,1267.0,659.0,670.0,162.0,1250.0,1307.0,11.1,24.8,0.3264,Poor
0.3,733.0,2.0,587.0,22.0,1281.0,36.0,1393.0,588.0,18.6,52.7,1.1206,Good
3.8,1528.0,21.1,1327.0,736.0,486.0,124.0,1839.0,1389.0,13.7,84.5,1.3202,Poor
1.3,997.0,4.5,737.0,80.0,1167.0,89.0,1340.0,630.0,10.3,59.9,0.7516,Good
0.5,796.0,3.2,667.0,55.0,1162.0,40.0,1294.0,558.0,20.6,56.6,1.3583,Good
0.9,919.0,4.8,754.0,108.0,852.0,45.0,1359.0,879.0,20.0,66.7,1.5401,Good
0.6,796.0,2.3,605.0,26.0,1452.0,35.0,1075.0,367.0,22.2,18.9,0.4993,Good
1.4,986.0,6.3,824.0,49.0,793.0,53.0,1541.0,580.0,29.1,42.1,1.6695,Good
1.7,1031.0,6.8,847.0,277.0,751.0,71.0,1265.0,971.0,11.4,81.1,1.0928,Good
5.7,1578.0,27.6,1494.0,980.0,447.0,160.0,1854.0,1799.0,9.9,77.6,0.9488,Poor
1.2,1096.0,5.9,809.0,80.0,897.0,74.0,1628.0,1049.0,15.7,78.4,1.3917,Good
0.5,918.0,1.4,532.0,84.0,996.0,69.0,983.0,714.0,9.8,61.8,0.7523,Good
1.9,1153.0,7.5,877.0,408.0,682.0,138.0,1179.0,1172.0,3.1,77.3,0.5985,Good
2.9,1220.0,17.7,1229.0,188.0,669.0,163.0,1904.0,1156.0,39.1,19.6,1.3542,Poor
2.0851233094669848,1068.0,8.8,930.0,72.0,761.0,94.0,1575.0,1316.0,27.6,36.6,1.332,Moderate
1.8,867.0,6.7,842.0,300.0,909.0,104.0,1076.0,736.0,13.5,34.9,0.5393,Good
1.9,1114.0,7.3,871.0,197.0,857.0,98.0,1309.0,991.0,16.8,58.7,1.1109,Good
3.5,1324.0,14.1,1121.0,547.0,530.0,261.0,1399.0,1481.0,6.0,78.0,0.7345,Moderate
1.7,972.0,6.3,827.0,351.0,825.0,175.0,888.0,845.0,9.4,27.3,0.3216,Good
2.5,1181.0,8.1,905.0,355.0,656.0,202.0,1215.0,1106.0,5.3,84.1,0.753,Moderate
3.3,1321.0,17.3,1219.0,574.0,682.0,130.0,1590.0,1471.0,14.5,61.1,1.0007,Poor
5.0,1360.0,18.2,1246.0,715.0,513.0,189.0,1504.0,1600.0,8.2,75.2,0.8185,Poor
1.8,1031.0,8.5,920.0,236.9796848547988,730.0,110.3925641359552,1489.0,896.0,26.8,33.8,1.1723,Moderate
4.3,1307.0,20.3,1305.0,808.0,552.0,212.0,1471.0,1670.0,16.5,32.9,0.6127,Poor
1.0,893.0,3.1,655.0,146.0,990.0,69.0,1096.0,816.0,12.0,71.9,1.003,Good
0.8,871.0,6.5,832.0,65.0,946.0,59.0,1597.0,760.0,20.4,54.1,1.28,Good
1.3,1038.0,6.1,816.0,132.0,799.0,55.0,1501.0,836.0,20.1,70.5,1.6384,Good
1.7,862.0,6.7,842.0,265.0,929.0,114.0,1032.0,742.0,13.6,32.1,0.4977,Good
2.0,1039.0,3.6,688.0,185.0,846.0,114.0,919.0,1089.0,3.7,62.9,0.5059,Good
1.7,1079.0,7.9,895.0,212.0,1075.0,75.0,1262.0,1033.0,11.6,72.5,0.9916,Moderate
2.4,1145.0,10.2,984.0,304.0,650.0,206.0,1235.0,952.0,5.8,72.5,0.6718,Moderate
2.0,1102.0,8.8,930.0,427.0,711.0,162.0,1293.0,1235.0,15.1,58.3,0.9978,Moderate
1.2,1027.0,5.4,783.0,265.0,708.0,112.0,1110.0,996.0,7.5,66.7,0.6943,Good
2.7,1279.0,10.2,986.0,446.5,756.0,112.5,1361.0,1473.0,11.9,79.7,1.1075,Moderate
3.8,1253.0,18.1,1241.0,420.0,872.0,163.0,1462.0,1431.0,28.2,24.8,0.936,Poor
1.4,934.0,3.2,666.0,180.0,938.0,141.0,836.0,653.0,5.6,45.5,0.4187,Good
0.8,928.0,2.5,616.0,140.0,952.0,101.0,897.0,544.0,13.5,37.4,0.5745,Good
3.5,1312.0,15.5,1163.0,790.0,569.0,332.0,1229.0,1761.0,8.5,39.7,0.4425,Moderate
2.6,1139.0,10.6,999.0,120.0,916.0,93.0,1490.0,962.0,10.0,51.1,0.628,Moderate
3.8,1407.0,16.7,1199.0,687.0,490.0,295.0,1523.0,1368.0,4.1,82.7,0.682,Poor
0.9,883.0,1.7,561.0,92.0,1079.0,84.0,785.0,411.0,5.1,51.2,0.4534,Good
1.1,1066.0,4.3,727.0,91.0,1054.0,82.0,1447.0,903.0,11.4,71.8,0.9671,Good
4.1,1490.0,17.2,1214.0,878.0,503.0,195.0,1342.0,2037.0,4.4,58.8,0.4979,Poor
0.1,1078.0,3.3,668.0,130.0,855.0,82.0,1108.0,508.0,19.9,36.6,0.8406,Good
4.2,1530.0,18.0,1238.0,685.0,619.0,140.0,1582.0,1774.0,12.7,77.5,1.1339,Poor
1.1,993.0,6.0,813.0,132.0,792.0,57.0,1412.0,946.0,19.9,67.5,1.5544,Good
0.9,987.0,6.2,819.0,236.9796848547988,771.0,110.3925641359552,1400.0,934.0,25.4,45.9,1.4684,Good
0.6,933.0,1.8,568.0,20.0,1439.0,32.0,1280.0,397.0,12.3,67.7,0.9665,Good
1.7,1020.0,9.0,940.0,138.0,1015.0,95.0,1425.0,756.0,25.7,19.4,0.6304,Moderate
2.6,1179.0,13.1,1088.0,236.9796848547988,618.0,110.3925641359552,1662.0,1339.0,29.5,33.4,1.3562,Moderate
2.0851233094669848,1263.0,19.5,1283.0,193.0,609.0,174.0,1863.0,1400.0,34.3,24.2,1.2857,Poor
0.7,836.0,1.1,511.0,94.0,1228.0,78.0,835.0,720.0,3.7,55.8,0.4489,Good
4.1,1499.0,16.9,1207.0,654.0,748.0,143.0,1529.0,1880.0,13.0,73.7,1.0957,Poor
3.9,1251.0,18.0,1240.0,678.0,563.0,178.0,1613.0,1276.0,13.2,68.4,1.0346,Poor
1.5,1138.0,9.0,938.0,147.0,699.0,87.0,1499.0,1097.0,22.1,61.3,1.6053,Moderate
1.2,1008.0,7.2,866.0,58.0,937.0,68.0,1572.0,695.0,36.0,20.5,1.1995,Good
0.9,903.0,2.5,618.0,182.0,933.0,121.0,898.0,574.0,14.2,36.9,0.5939,Good
2.0851233094669848,1163.0,17.6,1227.0,144.0,658.0,129.0,1930.0,1128.0,33.0,28.2,1.3921,Poor
1.4,995.0,9.5,958.0,80.0,778.0,117.0,1636.0,683.0,38.0,22.2,1.4483,Moderate
5.9,1754.0,37.4,1715.0,333.0,451.0,110.0,2666.0,1894.0,17.0,56.8,1.0909,Poor
2.0851233094669848,886.0,4.8,753.0,32.0,1163.0,30.0,1522.0,560.0,30.9,30.7,1.3493,Good
0.6,884.0,3.6,686.0,26.0,908.0,40.0,1438.0,651.0,22.9,56.1,1.5492,Good
2.2,1050.0,13.3,1094.0,224.0,646.0,108.0,1675.0,966.0,32.4,26.3,1.2594,Moderate
2.3,1320.0,11.9,1045.0,496.0,561.0,223.0,1262.0,1610.0,6.0,62.8,0.5929,Moderate
2.0851233094669848,1149.0,11.2,1020.0,180.0,686.0,116.0,1841.0,1168.0,26.5,46.3,1.5768,Moderate
1.5,983.0,8.7,929.0,83.0,916.0,84.0,1653.0,816.0,25.4,40.1,1.2822,Moderate
4.1,979.0,10.8,1008.0,341.0,758.0,151.0,1103.0,992.0,8.0,41.0,0.4416,Moderate
0.5,822.0,2.4,612.0,48.5,1093.0,43.0,1254.0,594.0,21.8,51.4,1.3272,Good
1.0,960.0,5.8,802.0,23.0,851.0,34.0,1552.0,617.0,37.1,27.2,1.6874,Good
1.1,980.0,5.6,792.0,32.0,858.0,43.0,1549.0,653.0,37.7,27.7,1.778,Good
1.1,929.0,5.1,768.0,236.9796848547988,878.0,110.3925641359552,1335.0,607.0,26.4,35.1,1.1919,Good
2.7,1194.0,11.7,1037.0,387.0,605.0,222.0,1316.0,1180.0,4.8,78.6,0.6826,Moderate
1.1,998.0,3.6,690.0,193.0,1027.0,86.0,1192.0,706.0,11.8,80.7,1.1181,Good
1.2,907.0,3.9,704.0,198.0,995.0,130.0,880.0,766.0,7.0,41.5,0.4193,Good
1.7,976.0,8.3,913.0,104.0,744.0,81.0,1511.0,977.0,24.7,41.8,1.2839,Moderate
0.7,888.0,2.3,603.0,35.0,1307.0,46.0,1271.0,455.0,15.6,44.9,0.792,Good
2.0851233094669848,1136.0,10.3,990.0,111.0,672.0,100.0,1807.0,918.0,30.1,45.0,1.8891,Moderate
1.6,1111.0,6.9,850.0,230.0,693.0,156.0,1184.0,931.0,6.9,71.3,0.7118,Good
1.2,1074.0,5.4,783.0,79.0,1097.0,88.0,1483.0,1039.0,14.8,60.6,1.0148,Good
0.5,921.0,1.9,575.0,95.0,956.0,58.0,1143.0,672.0,13.7,67.8,1.0575,Good
3.4,1337.0,20.3,1304.0,539.0,543.0,138.0,1929.0,1520.0,25.1,49.5,1.5572,Poor
2.0851233094669848,997.0,9.5,957.0,96.0,800.0,106.0,1483.0,677.0,36.4,16.8,1.0033,Moderate
0.7,884.0,3.0,654.0,145.0,996.0,68.0,1015.0,847.0,6.6,75.3,0.7378,Good
2.3,1121.0,10.5,996.0,259.0,660.0,62.0,1586.0,1048.0,18.4,76.3,1.6017,Moderate
1.5,970.0,7.3,869.0,236.9796848547988,791.0,110.3925641359552,1376.0,942.0,27.5,30.9,1.1155,Good
2.0851233094669848,1208.0,12.9,1081.0,143.0,684.0,133.0,1662.0,977.0,38.3,19.4,1.2851,Moderate
1.5,1133.0,10.0,978.0,106.0,794.0,73.0,1639.0,1139.0,14.6,56.8,0.9385,Moderate
2.0851233094669848,983.0,6.9,854.0,73.0,963.0,43.0,1750.0,884.0,20.8,62.0,1.5002,Good
4.4,1449.0,19.5,1282.0,254.0,625.0,133.0,2099.0,1568.0,19.1,61.1,1.3345,Poor
0.9,963.0,5.1,768.0,40.0,872.0,56.0,1546.0,571.0,35.2,32.1,1.7898,Good
1.0,891.0,2.4,614.0,137.0,985.0,95.0,842.0,408.0,20.5,21.9,0.5215,Good
0.6,873.0,3.4,679.0,26.0,1049.0,41.0,1443.0,618.0,26.0,41.2,1.3598,Good
3.8,1434.0,17.8,1234.0,476.0,476.0,167.0,1520.0,1675.0,14.6,41.0,0.6792,Poor
3.1,1307.0,20.5,1309.0,250.0,628.0,200.0,1891.0,1384.0,39.1,16.9,1.1705,Poor
2.5,1182.0,10.3,989.0,150.0,904.0,119.0,1538.0,1205.0,12.2,53.2,0.7555,Moderate
1.6,971.0,9.1,941.0,104.0,899.0,103.0,1540.0,775.0,32.3,19.7,0.9345,Moderate
0.5,858.0,0.9,489.0,18.0,1706.0,28.0,1211.0,377.0,9.3,72.3,0.8496,Good
4.8,1556.0,27.1,1482.0,250.0,614.0,164.0,2086.0,1757.0,24.9,30.8,0.954,Poor
0.7,1063.0,12.6,1071.0,443.0,704.0,175.0,1102.0,1220.0,11.3,25.7,0.3422,Moderate
4.1,1359.0,21.0,1325.0,839.0,535.0,171.0,1512.0,1692.0,17.3,33.9,0.6627,Poor
1.0,995.0,5.1,768.0,48.0,881.0,46.0,1575.0,615.0,36.6,30.8,1.8617,Good
0.8,890.0,3.3,667.0,146.0,990.0,109.0,819.0,548.0,9.7,30.8,0.3716,Good
6.4,1609.0,29.7,1544.0,669.0,367.0,231.0,1999.0,1877.0,18.6,46.4,0.9867,Poor
1.4,1078.0,7.3,869.0,373.0,732.0,110.0,1160.0,1038.0,5.7,79.3,0.7326,Good
0.8,824.0,4.0,708.0,61.0,1090.0,67.0,1255.0,463.0,35.8,17.8,1.0274,Good
1.2,1074.0,5.1,766.0,143.0,814.0,58.0,1488.0,795.0,24.3,61.6,1.8468,Good
1.9,905.0,6.1,818.0,353.0,852.0,142.0,840.0,790.0,0.6,36.8,0.2388,Good
0.9,838.0,3.6,689.0,34.0,1029.0,52.0,1456.0,640.0,24.8,43.4,1.3366,Good
3.2,1074.0,19.1,1270.0,230.0,775.0,146.0,1833.0,1087.0,34.2,14.2,0.7502,Poor
6.4,1689.0,26.8,1474.0,323.0,560.0,149.0,2298.0,1491.0,13.9,78.0,1.2303,Poor
0.7,848.0,1.5,540.0,68.0,1067.0,60.0,936.0,392.0,15.1,44.5,0.7569,Good
0.6,982.0,4.7,749.0,84.0,892.0,85.0,1416.0,881.0,22.6,31.0,0.8372,Good
2.9,1437.0,12.0,1050.0,180.0,942.0,128.0,1667.0,1206.0,21.3,30.8,0.7696,Moderate
2.3,1211.0,12.5,1067.0,230.0,609.0,101.0,1608.0,1269.0,26.1,47.1,1.5724,Moderate
1.7,1026.0,8.8,932.0,224.0,806.0,85.0,1465.0,1049.0,22.2,48.0,1.2678,Moderate
2.0851233094669848,915.0,6.4,828.0,90.0,927.0,87.0,1474.0,630.0,31.7,25.6,1.179,Good
3.0,1269.0,19.0,1269.0,173.0,632.0,174.0,1941.0,1220.0,39.3,18.9,1.3251,Poor
2.6,1250.0,13.4,1096.0,305.0,502.0,150.0,1541.0,1327.0,17.1,61.5,1.191,Moderate
2.2,1096.0,9.4,953.0,345.0,687.0,197.0,1085.0,1138.0,9.1,37.8,0.4372,Moderate
2.6,929.0,2.9,645.0,148.0,962.0,107.0,906.0,523.0,9.7,45.1,0.5417,Good
1.1,955.0,5.1,766.0,58.0,897.0,58.0,1596.0,620.0,37.1,30.5,1.8962,Good
1.0,1432.0,15.0,1149.0,546.0,527.0,203.0,1393.0,1818.0,14.0,52.0,0.8288,Moderate
0.4,813.0,0.6,448.0,54.0,1363.0,49.0,674.0,328.0,3.7,37.5,0.3012,Good
3.7,1360.0,17.4,1222.0,640.0,525.0,182.0,1454.0,1647.0,8.7,66.3,0.7491,Poor
2.1,1044.0,9.0,939.0,427.0,706.0,205.0,1014.0,1151.0,8.9,33.8,0.385,Moderate
0.3,779.0,0.2,401.0,33.0,1665.0,31.0,684.0,257.0,2.8,52.6,0.3972,Good
1.0,894.0,2.9,648.0,135.0,1000.0,100.0,875.0,839.0,4.4,53.1,0.4484,Good
1.5,1033.0,6.8,850.0,84.0,831.0,88.0,1642.0,803.0,27.3,44.1,1.5751,Good
0.8,930.0,2.4,609.0,119.0,967.0,90.0,864.0,928.0,5.7,50.1,0.4629,Good
2.0851233094669848,938.0,11.3,1025.0,93.0,828.0,94.0,1517.0,752.0,35.4,15.3,0.8649,Moderate
1.0,971.0,5.8,804.0,47.0,954.0,53.0,1619.0,733.0,25.4,45.5,1.457,Good
2.8,1280.0,13.8,1111.0,383.0,552.0,147.0,1483.0,1408.0,14.2,60.0,0.9684,Moderate
3.2,1064.0,17.0,1211.0,514.0,669.0,156.0,1364.0,1188.0,13.0,39.3,0.5877,Poor
1.3,1042.0,7.9,896.0,63.0,901.0,76.0,1605.0,680.0,35.2,22.6,1.267,Moderate
1.2,912.0,6.7,841.0,63.5,863.0,76.5,1489.0,1015.0,21.2,45.8,1.1353,Good
2.9,1265.0,17.0,1209.0,290.0,637.0,157.0,2014.0,1811.0,30.8,37.1,1.6169,Poor
1.2,955.0,5.2,772.0,243.0,1030.0,106.0,957.0,960.0,9.3,43.1,0.5062,Good
0.6,898.0,4.0,708.0,40.0,971.0,44.0,1559.0,779.0,21.3,56.7,1.4178,Good
2.1,1155.0,10.9,1009.0,145.0,874.0,118.0,1583.0,1203.0,23.8,30.2,0.8771,Moderate
2.0851233094669848,1066.0,7.0,855.0,90.0,747.0,102.0,1700.0,811.0,23.9,69.1,2.0202,Good
1.8,990.0,8.9,936.0,91.0,874.0,75.0,1580.0,644.0,15.1,54.5,0.9309,Moderate
0.4,813.0,3.1,655.0,26.5,1070.0,44.0,1331.0,602.0,22.0,42.6,1.1146,Good
3.4,1255.0,19.5,1283.0,203.0,640.0,160.0,2022.0,1232.0,37.0,21.9,1.3503,Poor
1.1,983.0,3.6,688.0,77.0,1250.0,62.0,1342.0,805.0,7.7,66.4,0.699,Good
1.1,1030.0,7.5,879.0,76.0,892.0,69.0,1538.0,996.0,13.9,60.7,0.9597,Good
2.5,1095.0,11.1,1018.0,186.0,814.0,113.0,1618.0,1180.0,22.8,32.4,0.887,Moderate
1.6,1084.0,6.2,819.0,99.0,1059.0,81.0,1325.0,698.0,18.1,30.6,0.6295,Good
2.2,969.0,12.4,1063.0,132.0,834.0,124.0,1645.0,816.0,30.1,19.3,0.8083,Moderate
2.3,1248.0,10.5,995.0,456.0,593.0,193.0,1197.0,1575.0,14.5,33.4,0.5488,Moderate
1.2,1009.0,3.1,660.0,142.0,880.0,82.0,1099.0,852.0,8.0,75.0,0.8098,Good
2.0,1219.0,7.7,888.0,260.0,648.0,110.0,1185.0,1405.0,7.9,72.1,0.7679,Good
2.1,972.0,8.2,909.0,364.0,826.0,111.0,1011.0,894.0,10.0,34.2,0.4212,Moderate
0.8,967.0,4.7,748.0,84.0,995.0,57.0,1517.0,880.0,14.0,68.3,1.0884,Good
4.4,1318.0,26.6,1469.0,316.0,519.0,154.0,2275.0,1588.0,22.4,46.6,1.247,Poor
1.4,991.0,3.5,681.0,143.5,874.0,89.0,1125.0,717.0,12.6,62.7,0.9121,Good
2.0,1010.0,2.5,621.0,83.0,826.0,66.0,1157.0,703.0,15.2,63.5,1.0881,Good
1.9,1040.0,10.0,979.0,169.0,836.0,125.0,1704.0,1053.0,28.0,36.6,1.3603,Moderate
1.7,1011.0,8.4,914.0,80.0,759.0,88.0,1653.0,858.0,33.5,34.0,1.73,Moderate
5.7,1636.0,30.1,1552.0,514.0,449.0,166.0,2129.0,1744.0,23.6,54.4,1.5687,Poor
1.4,959.0,8.2,909.0,70.0,910.0,86.0,1522.0,675.0,37.7,16.0,1.0231,Moderate
1.7,1021.0,10.0,979.0,248.0,798.0,95.0,1579.0,958.0,21.1,58.3,1.4444,Moderate
2.0851233094669848,819.0,2.3,604.0,116.0,1126.0,80.0,873.0,847.0,2.6,60.8,0.4544,Good
2.0,1054.0,12.6,1069.0,112.0,784.0,106.0,1765.0,816.0,36.1,22.7,1.3324,Moderate
3.6,1473.0,21.2,1329.0,619.0,497.0,129.0,1907.0,1677.0,23.2,56.6,1.5929,Poor
1.5,1078.0,5.0,765.0,184.0,691.0,100.0,1269.0,997.0,14.3,68.5,1.1122,Good
2.0851233094669848,1166.0,13.7,1107.0,140.0,622.0,134.0,1853.0,912.0,35.5,28.9,1.6468,Moderate
1.0,938.0,5.1,768.0,74.5,978.0,89.0,1462.0,816.0,16.2,56.3,1.0262,Good
0.7,900.0,5.0,762.0,47.0,983.0,54.0,1551.0,716.0,23.7,47.1,1.3602,Good
2.0851233094669848,1110.0,10.3,988.0,77.0,727.0,96.0,1618.0,1336.0,29.2,33.1,1.3202,Moderate
0.95,882.0,3.5,684.0,35.0,1133.0,42.0,1492.0,672.0,16.2,69.9,1.2756,Good
0.4,837.0,2.7,632.0,24.0,1079.0,39.0,1438.0,634.0,24.0,46.6,1.37,Good
1.2,903.0,4.8,753.0,193.0,929.0,114.0,1171.0,805.0,12.3,73.4,1.049,Good
5.6,1544.0,25.7,1445.0,987.0,1070.0,171.0,1834.0,1679.0,12.7,77.1,1.1251,Poor
1.0,956.0,2.8,640.0,94.0,1012.0,70.0,940.0,784.0,4.2,77.0,0.6439,Good
1.2,925.0,5.1,768.0,119.0,987.0,70.0,1289.0,541.0,31.1,26.1,1.163,Good
2.2,1088.0,11.1,1018.0,236.9796848547988,667.0,110.3925641359552,1554.0,1164.0,26.3,34.1,1.1453,Moderate
2.1,1101.0,9.2,947.0,270.0,699.0,118.0,1374.0,1028.0,21.5,43.4,1.0965,Moderate
0.5,773.0,1.8,568.0,25.0,1474.0,37.0,1113.0,392.0,18.4,27.6,0.5799,Good
2.6,1245.0,13.2,1091.0,147.0,733.0,112.0,1869.0,1134.0,24.9,45.6,1.4135,Moderate
0.7,883.0,3.9,703.0,34.0,1075.0,46.0,1393.0,487.0,37.9,18.8,1.222,Good
2.7,1301.0,16.6,1197.0,156.0,628.0,121.0,1933.0,1503.0,29.4,35.6,1.4383,Poor
2.6,1054.0,13.8,1109.0,174.0,764.0,130.0,1669.0,1167.0,25.0,28.7,0.8944,Moderate
0.6,966.0,2.9,645.0,49.0,1116.0,47.0,1552.0,578.0,15.7,80.5,1.4236,Good
2.1,1420.0,16.1,1182.0,591.0,487.0,136.0,1626.0,1519.0,12.8,71.8,1.0551,Moderate
0.9,822.0,1.9,578.0,143.0,1069.0,109.0,777.0,419.0,13.1,31.7,0.4756,Good
